,WRIST_X,WRIST_Y,WRIST_Z,THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z,TARGET
0,0.48560386896133423,0.8271013498306274,-5.301056376083579e-07,0.6781302690505981,0.740998387336731,-0.09097738564014435,0.7768341302871704,0.46671268343925476,-0.09569624066352844,0.7365253567695618,0.23011091351509094,-0.08551511913537979,0.6819551587104797,0.09119164943695068,-0.05355857312679291,0.5918425917625427,0.315937876701355,-0.02378503791987896,0.5389546751976013,0.17079278826713562,-0.12031129002571106,0.5616112351417542,0.32927870750427246,-0.15950579941272736,0.5874696969985962,0.43384623527526855,-0.1647745817899704,0.4500693678855896,0.35756850242614746,-0.0006950601236894727,0.4007554054260254,0.21847227215766907,-0.116883285343647,0.4655957520008087,0.4184079170227051,-0.1419740915298462,0.5074609518051147,0.5042734742164612,-0.12639349699020386,0.3394356966018677,0.4186420440673828,0.0041378941386938095,0.28994759917259216,0.32113081216812134,-0.12204284965991974,0.37333089113235474,0.49970725178718567,-0.09606895595788956,0.43219098448753357,0.5713495016098022,-0.04240775480866432,0.24648785591125488,0.48561063408851624,0.004352383315563202,0.2001151144504547,0.4223789870738983,-0.07976892590522766,0.26827389001846313,0.5495226979255676,-0.06032021716237068,0.3210408389568329,0.6012599468231201,-0.02121317945420742,A
1,0.4704289138317108,0.840415358543396,-1.6742080788390012e-06,0.6669507026672363,0.7677419185638428,-0.10919702053070068,0.7685787677764893,0.4816637337207794,-0.11729178577661514,0.7169103622436523,0.22560319304466248,-0.10978773981332779,0.6672839522361755,0.06668463349342346,-0.07769610732793808,0.6197896599769592,0.3081547021865845,-0.030354093760252,0.5432092547416687,0.17028498649597168,-0.15070459246635437,0.5504065155982971,0.3396373391151428,-0.1945742517709732,0.5882598161697388,0.43814584612846375,-0.19807717204093933,0.4796750545501709,0.3529244661331177,-0.001659012516029179,0.4015464186668396,0.21460281312465668,-0.1489197313785553,0.45091554522514343,0.4260849356651306,-0.16399574279785156,0.5080117583274841,0.5004675984382629,-0.1270814687013626,0.36166495084762573,0.4053705930709839,0.0016010202234610915,0.2874782979488373,0.31400585174560547,-0.1512746661901474,0.35980257391929626,0.5062305927276611,-0.1181207075715065,0.42329639196395874,0.5581540465354919,-0.04803508520126343,0.24512365460395813,0.46291467547416687,-0.002445382298901677,0.2067088484764099,0.4186699688434601,-0.10056473314762115,0.26981011033058167,0.5594775676727295,-0.08406276255846024,0.32181107997894287,0.5898500680923462,-0.04064985364675522,A
2,0.47616222500801086,0.8613227605819702,-1.608553930054768e-06,0.6721341609954834,0.7858723998069763,-0.11464544385671616,0.7666850090026855,0.4918243885040283,-0.1241178885102272,0.7125783562660217,0.231820210814476,-0.11931141465902328,0.6732287406921387,0.06608092784881592,-0.08823685348033905,0.6124864220619202,0.31849536299705505,-0.025978850200772285,0.5271497368812561,0.16948607563972473,-0.14833317697048187,0.5371795892715454,0.34760212898254395,-0.1947302222251892,0.5763194561004639,0.44461068511009216,-0.20072373747825623,0.47448351979255676,0.3679996728897095,0.0032217195257544518,0.3853699862957001,0.23011022806167603,-0.14240723848342896,0.44298580288887024,0.44407474994659424,-0.1571481078863144,0.5011489391326904,0.5139868855476379,-0.1219932809472084,0.3582945466041565,0.426178514957428,0.004981720354408026,0.27407306432724,0.33511850237846375,-0.14786842465400696,0.35787466168403625,0.5258647799491882,-0.11435410380363464,0.42592212557792664,0.5783568620681763,-0.0454602986574173,0.2442571222782135,0.48651593923568726,-0.00186064129229635,0.19359749555587769,0.4420366883277893,-0.10237438976764679,0.26489904522895813,0.5775436162948608,-0.08765906095504761,0.3238774836063385,0.6138430833816528,-0.04569622874259949,A
3,0.47735995054244995,0.8719266653060913,-1.5274548559318646e-06,0.6649259328842163,0.7778671979904175,-0.12021142244338989,0.7611662149429321,0.4904727041721344,-0.13780085742473602,0.7063243389129639,0.23199060559272766,-0.14036281406879425,0.6694046258926392,0.061014771461486816,-0.11672902852296829,0.6162126064300537,0.31707024574279785,-0.029305871576070786,0.5298417806625366,0.1738813817501068,-0.16000127792358398,0.5404369831085205,0.3468019962310791,-0.21425765752792358,0.5790930986404419,0.446702778339386,-0.2232835441827774,0.4745205044746399,0.36779889464378357,0.0018930091755464673,0.3884698450565338,0.2331281155347824,-0.1491420716047287,0.4445161819458008,0.44344794750213623,-0.16898378729820251,0.4997372031211853,0.5135834813117981,-0.13648520410060883,0.3563999533653259,0.42606762051582336,0.004891868215054274,0.2758551239967346,0.34167593717575073,-0.15093135833740234,0.35683175921440125,0.5277541875839233,-0.12067120522260666,0.42204979062080383,0.5741409063339233,-0.05263761058449745,0.24353769421577454,0.48850932717323303,-0.0008144563180394471,0.19689878821372986,0.4395958483219147,-0.09772226214408875,0.2652500569820404,0.5732312798500061,-0.08016470074653625,0.32037076354026794,0.606268584728241,-0.03599873185157776,A
4,0.5001605153083801,0.8681915998458862,-1.4580336937797256e-06,0.6972607970237732,0.768126368522644,-0.09510066360235214,0.7845134139060974,0.4742353856563568,-0.10155655443668365,0.7162628769874573,0.22434481978416443,-0.09753424674272537,0.676026463508606,0.060694485902786255,-0.07046830654144287,0.6153932809829712,0.3055316209793091,-0.01661532185971737,0.5419402122497559,0.1576460897922516,-0.12824709713459015,0.5696241855621338,0.33076345920562744,-0.17026782035827637,0.6059771180152893,0.4214540421962738,-0.1767682135105133,0.4731385111808777,0.3594481945037842,0.0001209039764944464,0.413666307926178,0.22164130210876465,-0.13254636526107788,0.48122674226760864,0.4330490231513977,-0.1487327665090561,0.5196574330329895,0.4992061257362366,-0.12047521770000458,0.34996604919433594,0.4276214838027954,-0.006515881512314081,0.2978571057319641,0.31942078471183777,-0.1495806872844696,0.38301563262939453,0.5143523216247559,-0.11275190860033035,0.42457887530326843,0.5603006482124329,-0.046166252344846725,0.229745551943779,0.5048511624336243,-0.019248250871896744,0.20818814635276794,0.43687039613723755,-0.10937894135713577,0.28071677684783936,0.5716618895530701,-0.08292076736688614,0.31407472491264343,0.6036928296089172,-0.03619224578142166,A
5,0.4709402024745941,0.8384033441543579,-1.3966455298941582e-06,0.6987212896347046,0.6820536851882935,-0.05408598482608795,0.8011632561683655,0.4398578107357025,-0.04716487228870392,0.7625958919525146,0.22228354215621948,-0.04176484793424606,0.7192873954772949,0.06536552309989929,-0.020004138350486755,0.6409555673599243,0.2737494111061096,0.04747546836733818,0.6178222894668579,0.10293012857437134,-0.05048245191574097,0.6262694597244263,0.270427942276001,-0.09704455733299255,0.6341235637664795,0.38759860396385193,-0.10363154113292694,0.498128741979599,0.29372483491897583,0.05039552226662636,0.469666063785553,0.11207649111747742,-0.06839025765657425,0.5036282539367676,0.3272528052330017,-0.09808941930532455,0.5269356369972229,0.4438644051551819,-0.07684770971536636,0.36617279052734375,0.3448111414909363,0.035061854869127274,0.33394917845726013,0.19406956434249878,-0.0888362005352974,0.3931056559085846,0.40576833486557007,-0.056264787912368774,0.42367857694625854,0.5060290098190308,0.01091379951685667,0.22991153597831726,0.424450159072876,0.01730438880622387,0.22066354751586914,0.2979946732521057,-0.05549602210521698,0.2859605550765991,0.4434337019920349,-0.017725873738527298,0.3174975514411926,0.5161514282226562,0.039416294544935226,A
6,0.4645809829235077,0.844359278678894,-1.5419096826008172e-06,0.6950498819351196,0.6837790012359619,-0.0340857058763504,0.7949345111846924,0.4387265741825104,-0.022192085161805153,0.7550035715103149,0.21179069578647614,-0.015272334218025208,0.7205429673194885,0.056698620319366455,0.005401949398219585,0.646255612373352,0.2789667248725891,0.03530554100871086,0.611948549747467,0.09793087840080261,-0.05001479759812355,0.6257001161575317,0.26205968856811523,-0.08431726694107056,0.6338148713111877,0.3781643211841583,-0.08718077093362808,0.5023011565208435,0.30053699016571045,0.027671238407492638,0.46855032444000244,0.11590138077735901,-0.08426272124052048,0.5105569958686829,0.3310224413871765,-0.10936947911977768,0.5300484895706177,0.44459837675094604,-0.09150829911231995,0.3714067041873932,0.35464179515838623,0.007423026487231255,0.3389893174171448,0.19412033259868622,-0.11052027344703674,0.3995933532714844,0.40331271290779114,-0.07250938564538956,0.42279520630836487,0.5015295743942261,-0.007524970918893814,0.23417377471923828,0.43871957063674927,-0.013132577762007713,0.2242603898048401,0.3013885021209717,-0.0846654549241066,0.2902098298072815,0.44489896297454834,-0.044380806386470795,0.3140667974948883,0.5173621773719788,0.010752675123512745,A
7,0.47483256459236145,0.8383747339248657,-1.451693833587342e-06,0.6994748115539551,0.6788576245307922,-0.0413181334733963,0.7977477312088013,0.43389230966567993,-0.034626223146915436,0.7531528472900391,0.20609977841377258,-0.03191928192973137,0.7129246592521667,0.05340850353240967,-0.01506052352488041,0.6344230771064758,0.2646070122718811,0.027608660981059074,0.6015545725822449,0.08492767810821533,-0.05847153440117836,0.6198575496673584,0.2497745305299759,-0.0913924127817154,0.6257492899894714,0.3685469627380371,-0.09342674165964127,0.4923784136772156,0.2870640158653259,0.020233554765582085,0.4549802839756012,0.09800532460212708,-0.09064430743455887,0.5044156312942505,0.31688427925109863,-0.11424672603607178,0.5237467288970947,0.43369990587234497,-0.09532815217971802,0.3623032569885254,0.3433879017829895,-0.0003892053209710866,0.3216490149497986,0.17691969871520996,-0.12048086524009705,0.39383453130722046,0.3904440402984619,-0.08325739949941635,0.42043551802635193,0.494332492351532,-0.018509075045585632,0.22408857941627502,0.4323381781578064,-0.021829532459378242,0.204461932182312,0.2930600643157959,-0.09882957488298416,0.2803317606449127,0.43423783779144287,-0.06075882911682129,0.3113483786582947,0.5101392865180969,-0.006206691265106201,A
8,0.4570825397968292,0.8453121781349182,-1.712731204861484e-06,0.6709689497947693,0.6649084091186523,-0.032831285148859024,0.7731532454490662,0.43000873923301697,-0.028419513255357742,0.7532180547714233,0.20049001276493073,-0.030301019549369812,0.80145263671875,0.05996498465538025,-0.014568476006388664,0.6402791142463684,0.2805856168270111,0.042241182178258896,0.5928657650947571,0.11169302463531494,-0.048626601696014404,0.5942748785018921,0.27938395738601685,-0.08387265354394913,0.606253445148468,0.3788370192050934,-0.08860399574041367,0.4962276518344879,0.30347731709480286,0.031627144664525986,0.4461798071861267,0.12489339709281921,-0.09029068052768707,0.4783211946487427,0.34095463156700134,-0.11452655494213104,0.5067375898361206,0.43725061416625977,-0.09494931995868683,0.3712153732776642,0.35555097460746765,0.0076470389030873775,0.3222656548023224,0.2013266235589981,-0.11266911774873734,0.37214457988739014,0.40741848945617676,-0.06795470416545868,0.406119167804718,0.49365487694740295,0.0012776110088452697,0.2432878017425537,0.435944139957428,-0.017497088760137558,0.21079090237617493,0.3130377233028412,-0.08438434451818466,0.2683340311050415,0.4510877728462219,-0.040108758956193924,0.30090001225471497,0.514858067035675,0.017393622547388077,A
9,0.45490601658821106,0.8332749009132385,-1.5509926925005857e-06,0.6693364381790161,0.6758436560630798,-0.04474584385752678,0.7761254906654358,0.4370422959327698,-0.0424751341342926,0.7429425120353699,0.20505189895629883,-0.04313886910676956,0.7593780755996704,0.05701678991317749,-0.02665940672159195,0.6361672878265381,0.2753300070762634,0.02696376107633114,0.5925927758216858,0.10889628529548645,-0.06371188908815384,0.5987556576728821,0.279713898897171,-0.10000374168157578,0.6105583906173706,0.382251113653183,-0.10519582778215408,0.4908418655395508,0.2993118166923523,0.02324104495346546,0.44507378339767456,0.1286066770553589,-0.09720390290021896,0.4839280843734741,0.3433983027935028,-0.12300875037908554,0.5121403336524963,0.44445082545280457,-0.1057489886879921,0.36709755659103394,0.3549426794052124,0.006089191883802414,0.32035523653030396,0.2081526666879654,-0.11626946926116943,0.3793237805366516,0.41318660974502563,-0.07666560262441635,0.41444796323776245,0.5067749619483948,-0.010820182040333748,0.24072107672691345,0.4360732138156891,-0.012671572156250477,0.21161416172981262,0.31795424222946167,-0.08521503955125809,0.27669012546539307,0.45548105239868164,-0.04646768420934677,0.3125457167625427,0.5230247378349304,0.008024726994335651,A
